ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
2b8135f3,BDRON 250 inserts srilanka,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,,,190 x 410,BLACK,,,,,,2+3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,NU0ARBXLK/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
e65f1492,BDRON 500 mg Labels srilanka,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55,661 +485+Black,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NU0ARAXLK/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
4e64d8d8,BDRON 500  Cartons srilanka,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,58 x 58 x 105,661 +485+Black,,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,,NU0ARAXLK/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
8decffc9,BDRON 500mg inserts srilanka,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,,,190 x 200,BLACK,,,,,,,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NU0ARAXLK/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
062c6faa,Regonat 40mg  Outer Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,18 x 23,3,145 x 52 x 78,"293, 072, 032, black",,UV Drip,,,,,Window Drip UV,Printed carton on ITC Cyber board with 4 special Pantone colour printing.,,NCJROAXIN/OC1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/062c6faa.ArtworkPDF.111440.pdf
6d2cb294,Regonat 40mg  Inner Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,Yellow,300,15.75 X 20.75,6,47 x 47 x 75,"293, 072, 032, black",,UV Drip,,,,,Window UV with special texture with embossing on brand name.,Printed carton on ITC Cyber board with 4 special Pantone colour printing.,,NCJROAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/6d2cb294.ArtworkPDF.111452.pdf
92701b83,Regonat 40mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,100 x 25,"293, 072, 032, black",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,NCJROAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/92701b83.ArtworkPDF.111504.pdf
ca1b6f13,Regonat  40 mg Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Bible,40,18 x 23,1,410 x 460,BLACK,74201,,,3+2,,Folding ‐  3vertical + 2 horizontal.,Folding ‐ 2 + 3,Printed insert on Bible paper.,,NCJROAXIN /I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/ca1b6f13.ArtworkPDF.111516.pdf
05db78bd,BD-FUTURE  20mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,14 x 22,6,130 x 24 x 51,"021, 485, Black",24071        28-7-25,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,,NT0TXAXVN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/05db78bd.ArtworkPDF.151318.pdf
ef3d30bf,BD-FUTURE Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,185 x 265,BLACK,74270,Aqua,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NT0TXAXVN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/ef3d30bf.ArtworkPDF.151328.pdf
10bb0fe4,Everolimus Tab 0.75 mg  Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,11.5 X 18,6,92 x 12 x 41,"801,black",23891,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 2 special Pantone colour printing.,,NT0EVCXCU/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/10bb0fe4.ArtworkPDF.151249.75 mg artwork for approval.pdf
6cd75b21,Everolimus Tab 0.75 mg-Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,2,180 x 420mm,BLACK,74202,,,,,2+3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,NT0EVCXCU/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/6cd75b21.ArtworkPDF.151300.75 mg artwork for approval.pdf
5fed5e9b,Z-Texel 60mg-1.5ml vial labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,65 x 30,"7682 , 186, 208, black",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,BDR/Z-TEXEL 60 mg/1.5ml/L/02,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/5fed5e9b.ArtworkPDF.105941.pdf
9b24d963,Z-Texel 60mg-1.5ml Diluent labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,65 x 30,"7682 , 186, 208, black",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 4 special Pantone colour printing.,,BDR/Z-TEXEL 60 mg/1.5ml/DL/02,"Revacure Lifesciences LLP- LL, Plot No. 58 to 67- Sector B-1, Umariya Dungaria Industrial Area, M.P. AKVN Village- Umariya- Dungaria, Tehsil- Shahpura, District- Jabalpur, 482 003",,,Product_Files_/9b24d963.ArtworkPDF.105954.pdf
e2d8555d,Teicoplanin IP 400 mg (PMBI) Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,77 x 33 x 112,BLACK,24268,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,YR0TPABPIN/C2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/e2d8555d.ArtworkPDF.151157.pdf
f022920c,Teicoplanin IP 400 mg (PMBI) Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,6,175 x 185mm,BLACK,74381,,,1+2,,1+2,Folding ‐  2 + 1,Printed insert on Maplitho paper.,,YR0TPABPIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/f022920c.ArtworkPDF.151207.pdf
95eedc25,Teicoplanin IP 400 mg (PMBI) labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,65 x 28,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing. with silver foilling,,YR0TPABPIN/L2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/95eedc25.ArtworkPDF.151220.pdf
0717bc25,BAXOMIL 250 mg_Peru Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 x 23,4,58 x 58 x 105,"662C, 306C & Black",,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,,NT0ARBXPE/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/0717bc25.ArtworkPDF.105217.pdf
f14ba925,BAXOMIL 250 mg_Peru Inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,54,18 x 23,4,270 x 195,BLACK,,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NT0ARBXPE/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/f14ba925.ArtworkPDF.105228.pdf
48cdf8c8,BAXOMIL 250 mg_Peru  labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55,"662C, 306C & Black",,Aqua,,,,,,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NT0ARBXPE/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/48cdf8c8.ArtworkPDF.105237.pdf
9d398009,BDCOLIST 1MIU Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,65 x 30,232+485+black,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,FR0CUDXIN/L1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/9d398009.ArtworkPDF.151107.pdf
e55a2b26,BDCOLIST 1 miu Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 x 25,8,68 x 34 x 98,232 + 485 + black,,Aqua,"Emboss , Spot uv , Foil- Silver",Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,320,FR0CUDXIN/C1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/e55a2b26.ArtworkPDF.151118.pdf
223f7d13,BDCOLIST inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,190 x 240,BLACK,,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,FR0CUAXIN/I1,"Mepromax Lifesciences Pvt. Ltd., 16‐Pharmacity, Industrial Area, Selaqui, Dehradun‐248197 (Uttarakhand)",,,Product_Files_/223f7d13.ArtworkPDF.151131.pdf
616f27ef,AbiraSYM 250 ,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,190 x 240,BLACK,,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YISARBXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/616f27ef.ArtworkPDF.105811.pdf
9bcfcc3f,AbiraSYM 250,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,58 x 58 x 105,CMYK,,UV Drip,Emboss,Lock Bottom ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.,,YISARBXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/9bcfcc3f.ArtworkPDF.105821.pdf
9a0b889f,AbiraSYM 250,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YISARBXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/9a0b889f.ArtworkPDF.105829.pdf
e47b9f0e,MEtrogyl 4,Cartons,J B Pharam,White,330,19 x 25,4,60 x 58 x 106,CMYK,j15789,Aqua ,"Foil - Red , Emboss",Lock Bottom,,,Window Varnish batch coding with Embossing on Brand Name.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,JWNCI01HQ/1A,J B PHARAM -NEW MUMBAI WH,,,
044304d6,MEtrogyl 2,Cartons,J B Pharam,White,330,19 x 25,4,60 x 58 x 106,CMYK,j15789,Aqua ,"Foil - Red , Emboss",Lock Bottom,,,Window Varnish batch coding with Embossing on Brand Name.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,JWNCI01HQ/1A,J B PHARAM -NEW MUMBAI WH,,,
d63b7704,Cilacar 10,Cartons,J B Pharam,White,300,18 x 23,8,30 x 65 x 15,CMYK,J152874,UV,,Side Pasting  ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,,J B PHARAM -NEW MUMBAI WH,,,
fa0dc87d,metrogyl,LBL,J B Pharam,Art Card,300,22 x 28,2,,CMYK,A21578,Aqua ,,,,,3  folding,,,,J B PHARAM -NEW MUMBAI WH,,,
7bf3f527,Hypertention  Booklet,Booklet,J B Pharam,Art Card,300,18 x 23,1,,CMYK,4 F/B print with lamination  & pinning,,,,,,,,,,,,,
440,Minten .5,Cartons,T M Thakur pharma ,White,350,20 x 28,4,99 x 129 x 60,CMYK,169C125,UV Drip,Emboss,Lock Bottom,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/440.ArtworkPDF.101540.pdf
441,Minten .15,Cartons,T M Thakur pharma ,White,350,20 x 28,4,99 x 129 x 60,CMYK,169C125,UV Drip,Emboss,Lock Bottom,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/441.ArtworkPDF.101527.pdf
442,Minten .10,Cartons,T M Thakur pharma ,White,350,20 x 28,4,99 x 129 x 60,CMYK,169C129,UV Drip,Emboss,Lock Bottom,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/442.ArtworkPDF.101515.pdf
443,IMAXIA .5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/443.ArtworkPDF.101815.pdf
444,IMAXIA .10,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/444.ArtworkPDF.101824.pdf
445,IMAXIA .12.5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,Product_Files_/445.ArtworkPDF.101835.pdf
446,Morr F 5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
447,Morr F 12.5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
448,Morr F 10,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
449,Checkfall F 5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
450,Checkfall F 5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
451,Checkfall F 5,Cartons,T M Thakur pharma ,Silver metalic,350,20 x 28,4,99 x 129 x 60,CMYK UV ink ,,UV Drip,Emboss,Side Pasting  ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,,T M Thakur pharma ,,,
452,AbiraSYM 500 ,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,58 x 58 x 105,CMYK,,UV Drip,Emboss,Lock Bottom ,,,Printed carton on ITC Saffire board with 4 colour printing with Drip Off full cartons & Embossing on Brand Name,Printed carton on ITC Saffire board with 4 colour printing.,,YISARAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/452.ArtworkPDF.102050.pdf
453,AbiraSYM 500,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,190 x 240,BLACK,,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YISARAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/453.ArtworkPDF.102100.pdf
454,AbiraSYM 500,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YISARAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/454.ArtworkPDF.102112.pdf
4743c613,Bdrine 5 mg,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,23 x 36,10,170 x 260,Black,76157  29-09-2025,,,,42.5 x 32.5,,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,YT0MDAXIR/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
cbda8fdd,Bdrine 5 mg,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14 x 22,12,78 x 15 x 36,"555, 186, Black",26652,Aqua ,,Side Pasting  ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,,YT0MDAXIR/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
7a102ad4,Lanib 250 mg Carton - Yemen,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.33 x 18,4,45 x 45 x 84,CMYK,27455,Aqua ,,Side Pasting  ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,NT0LAAXYE/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
b19d82c8,Lanib 250 Labels - Yemen,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,110 x 35,CMYK,,,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NT0LAAXYE/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
3b6f026d,Lanib 250 mg Inserts - Yemen,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,23 x 36,3,500 x 260,Black,76780,,,,32.5 x 84,3 + 3,3 vertical + 3 horizontal,Printed insert on Maplitho paper.,,NT0LAAXYE/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
590,DAFNOID 500 PS Outer Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,178 x 85 x 70,CMYK+White UV ,,UV,,Lock Bottom ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHBPSIN/OC1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
591,DAFNOID 500 PS inner Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,,,84 x 15 x 64,CMYK+White UV ,,UV,,Side Pasting  ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name & Logo embossing ,,YVODHBPSIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
592,DAFNOID 500 sales Outer Carton ,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,156 x 90 x 135,CMYK+White UV ,,UV,,Lock Bottom ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHBXIN/OC1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
593,DAFNOID 500 sales inner Carton ,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,,,84 x 15 x 64,CMYK+White UV ,,UV,,Side Pasting  ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHBXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
594,DAFNOID1000 PS Outer Carton ,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,205 x 85 x 70 ,CMYK+White UV ,,UV,,Lock Bottom ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHAPSIN/OC1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
595,DAFNOID1000 PS inner Carton ,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,300,,,99 x 16 x 65 ,CMYK+White UV ,,UV,,Side Pasting  ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHAPSIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
596,DAFNOID 1000 sales Outer Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,180 x 104 x 135 ,CMYK+White UV ,,UV,,Lock Bottom ,,,Window UV for batch coding.,Printed Carton on silver Metpet  with 4 colour +white all uv ink  with brand name embossing ,,YVODHAXIN/OC1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,
